CLUSTER_ID,HIGHER_THAN,LOWER_THAN,X_CLUSTER_CENTER,Y_CLUSTER_CENTER,X_SD,Y_SD,ANGLE_DEG,SD_MULTIPLIER,THRESHOLD,DESCRIPTION
1,,,0.199,892.046,22.965,0.007,89.986,3,8,
