CLUSTER_ID,HIGHER_THAN,LOWER_THAN,X_CLUSTER_CENTER,Y_CLUSTER_CENTER,X_SD,Y_SD,ANGLE_DEG,SD_MULTIPLIER,THRESHOLD,DESCRIPTION
1,,,185.25,183.456,3.059,0.723,-132.655,4.0,2,
