TimeStamp,BYA_PLC_GE3010C_ExhaustTemp_LB,BYA_PLC_TT3201_PV,CLUSTER,OVER_BY,HEALTH
2024-05-09 20:00:00+07:00,899.648,88.507,1,13.44,14.66
2024-05-09 21:00:00+07:00,896.489,87.122,1,12.74,16.2
2024-05-09 22:00:00+07:00,891.821,87.549,1,11.13,20.39
2024-05-09 23:00:00+07:00,890.682,89.121,1,10.39,22.67
2024-05-10 00:00:00+07:00,890.56,90.239,1,10.08,23.69
2024-05-11 16:00:00+07:00,881.07,95.52,1,6.36,40.31
2024-05-11 17:00:00+07:00,880.612,94.783,1,6.39,40.14
2024-05-11 19:00:00+07:00,865.933,93.592,1,3.55,60.22
2024-05-11 20:00:00+07:00,865.094,91.528,1,3.79,58.19
2024-05-11 21:00:00+07:00,865.274,90.349,1,4.05,56.07
2024-05-11 22:00:00+07:00,867.117,90.349,1,4.39,53.41
2024-05-11 23:00:00+07:00,863.818,89.907,1,3.89,57.37
2024-05-12 00:00:00+07:00,867.217,89.44,1,4.59,51.91
2024-05-12 01:00:00+07:00,865.967,89.576,1,4.33,53.87
2024-05-12 02:00:00+07:00,872.649,88.709,1,5.84,43.42
2024-05-12 03:00:00+07:00,873.122,89.428,1,5.78,43.79
2024-05-12 04:00:00+07:00,863.596,89.078,1,4.02,56.31
2024-05-12 05:00:00+07:00,862.481,87.401,1,4.18,55.04
2024-05-12 06:00:00+07:00,868.202,86.886,1,5.33,46.7
2024-05-12 09:00:00+07:00,878.671,96.097,1,5.68,44.42
2024-05-12 10:00:00+07:00,877.84,98.529,1,5.05,48.61
2024-05-12 21:00:00+07:00,887.447,107.827,1,5.96,42.68
2024-05-12 22:00:00+07:00,883.934,107.188,1,5.17,47.78
2024-05-12 23:00:00+07:00,883.684,105.53,1,5.33,46.7
2024-05-13 00:00:00+07:00,885.345,106.216,1,5.65,44.61
2024-05-13 01:00:00+07:00,882.257,106.273,1,4.9,49.66
2024-05-13 02:00:00+07:00,879.022,105.475,1,4.27,54.34
2024-05-13 03:00:00+07:00,879.806,105.125,1,4.49,52.65
2024-05-13 04:00:00+07:00,879.892,106.095,1,4.38,53.49
2024-05-13 05:00:00+07:00,878.123,105.568,1,4.06,55.99
2024-05-13 06:00:00+07:00,875.745,106.396,1,3.47,60.91
2024-05-13 07:00:00+07:00,859.71,78.4,1,5.86,43.29
2024-05-13 08:00:00+07:00,864.269,75.087,1,7.61,33.72
2024-05-13 09:00:00+07:00,865.319,83.68,1,5.53,45.38
2024-05-13 10:00:00+07:00,863.56,87.125,1,4.42,53.18
2024-05-13 11:00:00+07:00,867.38,98.013,1,3.05,64.68
2024-05-13 12:00:00+07:00,864.127,98.677,1,2.41,70.87
2024-05-13 17:00:00+07:00,870.575,94.955,1,4.16,55.2
2024-05-13 18:00:00+07:00,879.019,96.495,1,5.68,44.42
2024-05-13 19:00:00+07:00,881.991,99.546,1,5.85,43.36
2024-05-13 20:00:00+07:00,880.194,102.737,1,4.91,49.59
2024-05-13 21:00:00+07:00,877.525,104.462,1,4.08,55.83
2024-05-13 22:00:00+07:00,880.367,98.566,1,5.63,44.74
2024-05-13 23:00:00+07:00,882.402,94.698,1,6.85,37.58
2024-05-14 00:00:00+07:00,882.376,93.322,1,7.12,36.16
2024-05-14 01:00:00+07:00,881.873,93.408,1,6.98,36.89
2024-05-14 02:00:00+07:00,877.662,94.071,1,5.83,43.48
2024-05-14 03:00:00+07:00,874.212,95.176,1,4.86,49.94
2024-05-14 04:00:00+07:00,877.512,100.141,1,4.71,51.02
2024-05-14 05:00:00+07:00,875.447,98.714,1,4.5,52.58
2024-05-14 06:00:00+07:00,874.903,94.513,1,5.13,48.05
2024-05-14 07:00:00+07:00,872.939,94.55,1,4.71,51.02
2024-05-14 08:00:00+07:00,881.808,97.295,1,6.2,41.24
2024-05-14 09:00:00+07:00,876.299,98.861,1,4.66,51.39
2024-05-14 10:00:00+07:00,879.163,98.216,1,5.41,46.17
2024-05-14 11:00:00+07:00,877.059,95.784,1,5.37,46.43
2024-05-14 12:00:00+07:00,875.348,93.812,1,5.36,46.5
2024-05-14 13:00:00+07:00,876.152,93.554,1,5.59,45
2024-05-14 14:00:00+07:00,878.066,94.771,1,5.79,43.73
2024-05-14 16:00:00+07:00,876.268,96.558,1,5.05,48.61
2024-05-14 17:00:00+07:00,877.94,96.798,1,5.38,46.37
2024-05-14 18:00:00+07:00,877.061,98.824,1,4.83,50.16
2024-05-14 19:00:00+07:00,876.537,99.266,1,4.64,51.54
2024-05-14 20:00:00+07:00,881.794,100.482,1,5.64,44.68
2024-05-14 21:00:00+07:00,887.063,105.395,1,6.19,41.3
2024-05-14 22:00:00+07:00,886.392,106.968,1,5.81,43.6
2024-05-14 23:00:00+07:00,885.56,106.599,1,5.65,44.61
2024-05-15 00:00:00+07:00,883.812,105.568,1,5.36,46.5
2024-05-15 01:00:00+07:00,883.215,105.088,1,5.28,47.03
2024-05-15 02:00:00+07:00,881.178,104.698,1,4.86,49.94
2024-05-15 03:00:00+07:00,885.17,105.324,1,5.73,44.11
2024-05-15 04:00:00+07:00,883.972,102.934,1,5.78,43.79
2024-05-15 05:00:00+07:00,875.026,84.769,1,7.3,35.24
2024-05-15 06:00:00+07:00,873.307,95.978,1,4.52,52.43
2024-05-15 07:00:00+07:00,875.127,100.969,1,4.08,55.83
2024-05-15 12:00:00+07:00,889.084,112.126,1,5.88,43.17
2024-05-15 13:00:00+07:00,894.215,113.766,1,7.08,36.37
2024-05-15 14:00:00+07:00,894.379,115.886,1,6.91,37.26
2024-05-15 15:00:00+07:00,894.503,112.428,1,7.3,35.24
2024-05-15 17:00:00+07:00,890.526,109.547,1,6.55,39.23
2024-05-15 18:00:00+07:00,886.526,101.168,1,6.71,38.34
2024-05-15 19:00:00+07:00,888.392,97.654,1,7.85,32.58
2024-05-15 20:00:00+07:00,888.302,97.215,1,7.91,32.3
2024-05-15 21:00:00+07:00,887.158,97.522,1,7.54,34.06
2024-05-15 22:00:00+07:00,889.113,97.105,1,8.16,31.17
2024-05-15 23:00:00+07:00,892.285,94.243,1,9.67,25.12
2024-05-16 00:00:00+07:00,889.106,94.476,1,8.69,28.9
2024-05-16 01:00:00+07:00,890.573,94.439,1,9.12,27.18
2024-05-16 02:00:00+07:00,892.596,93.684,1,9.89,24.34
2024-05-16 03:00:00+07:00,889.834,94.354,1,8.93,27.92
2024-05-16 04:00:00+07:00,891.561,94.102,1,9.49,25.78
2024-05-16 05:00:00+07:00,891.061,93.673,1,9.43,26
2024-05-16 06:00:00+07:00,889.839,94.867,1,8.82,28.37
2024-05-16 07:00:00+07:00,887.897,97.848,1,7.68,33.38
2024-05-16 08:00:00+07:00,883.927,99.163,1,6.39,40.14
2024-05-16 09:00:00+07:00,873.39,88.249,1,6.1,41.84
2024-05-16 10:00:00+07:00,880.083,100.187,1,5.29,46.97
2024-05-16 11:00:00+07:00,875.735,107.225,1,3.37,61.79
2024-05-16 12:00:00+07:00,874.087,98.671,1,4.22,54.72
2024-05-16 13:00:00+07:00,872.144,86.972,1,6.12,41.72
2024-05-16 14:00:00+07:00,879.393,96.576,1,5.76,43.92
2024-05-16 15:00:00+07:00,881.304,97.24,1,6.09,41.9
2024-05-16 16:00:00+07:00,885.629,105.555,1,5.81,43.6
2024-05-16 17:00:00+07:00,886.898,107.556,1,5.86,43.29
2024-05-16 18:00:00+07:00,885.763,108.146,1,5.5,45.58
2024-05-16 19:00:00+07:00,884.66,105.844,1,5.53,45.38
2024-05-16 20:00:00+07:00,883.188,108.294,1,4.86,49.94
2024-05-16 21:00:00+07:00,883.715,102.705,1,5.75,43.98
2024-05-17 00:00:00+07:00,884.211,87.623,1,8.91,28
2024-05-17 02:00:00+07:00,853.464,87.844,1,2.78,67.22
2024-05-17 03:00:00+07:00,877.486,111.61,1,3.27,62.68
2024-05-17 04:00:00+07:00,881.069,107.161,1,4.51,52.5
2024-05-17 05:00:00+07:00,882.254,105.58,1,4.99,49.02
2024-05-17 07:00:00+07:00,884.327,109.722,1,4.96,49.23
2024-05-17 08:00:00+07:00,886.021,109.756,1,5.37,46.43
2024-05-17 09:00:00+07:00,885.926,110.947,1,5.21,47.51
2024-05-17 10:00:00+07:00,874.025,103.651,1,3.47,60.91
2024-05-17 11:00:00+07:00,876.411,104.474,1,3.84,57.78
2024-05-17 12:00:00+07:00,883.628,118.957,1,4.02,56.31
2024-05-17 13:00:00+07:00,886.164,119.173,1,4.58,51.98
2024-05-17 14:00:00+07:00,887.933,121.642,1,4.87,49.87
2024-05-17 15:00:00+07:00,887.759,114.189,1,5.34,46.63
2024-05-17 16:00:00+07:00,888.081,110.173,1,5.84,43.42
2024-05-17 17:00:00+07:00,890.08,104.167,1,7.18,35.85
2024-05-17 18:00:00+07:00,886.506,103.292,1,6.37,40.25
2024-05-17 19:00:00+07:00,888.73,105.494,1,6.62,38.84
2024-05-17 20:00:00+07:00,882.102,106.304,1,4.86,49.94
2024-05-17 21:00:00+07:00,883.282,105.806,1,5.2,47.58
2024-05-17 22:00:00+07:00,887.602,106.341,1,6.2,41.24
2024-05-17 23:00:00+07:00,886.69,104.351,1,6.25,40.95
2024-05-18 00:00:00+07:00,884.774,102.317,1,6.08,41.96
2024-05-18 01:00:00+07:00,884.916,99.592,1,6.57,39.12
2024-05-18 02:00:00+07:00,889.283,94.741,1,8.69,28.9
2024-05-18 03:00:00+07:00,888.794,93.537,1,8.81,28.41
2024-05-18 04:00:00+07:00,887.259,95.011,1,8.06,31.62
2024-05-18 05:00:00+07:00,885.162,96.036,1,7.29,35.3
2024-05-18 06:00:00+07:00,882.826,97.092,1,6.49,39.57
2024-05-18 07:00:00+07:00,883.457,101.919,1,5.81,43.6
2024-05-18 08:00:00+07:00,887.474,103.946,1,6.52,39.4
2024-05-18 09:00:00+07:00,881.946,116.4,1,3.82,57.94
2024-05-18 10:00:00+07:00,885.048,118.986,1,4.34,53.79
2024-05-18 11:00:00+07:00,894.125,124.521,1,6.28,40.77
2024-05-18 12:00:00+07:00,888.399,124.381,1,4.87,49.87
2024-05-18 13:00:00+07:00,890.113,124.202,1,5.29,46.97
2024-05-18 14:00:00+07:00,889.68,123.714,1,5.2,47.58
2024-05-18 15:00:00+07:00,890.446,122.213,1,5.45,45.91
2024-05-18 16:00:00+07:00,893.117,121.292,1,6.17,41.42
2024-05-18 17:00:00+07:00,894.633,120.756,1,6.61,38.9
2024-05-18 18:00:00+07:00,893.851,117.41,1,6.64,38.73
2024-05-18 19:00:00+07:00,892.256,115.598,1,6.36,40.31
2024-05-18 20:00:00+07:00,891.112,116.127,1,6.02,42.32
2024-05-18 21:00:00+07:00,891.034,113.035,1,6.29,40.72
2024-05-18 22:00:00+07:00,889.082,113.452,1,5.74,44.04
2024-05-18 23:00:00+07:00,887.804,110.358,1,5.74,44.04
2024-05-19 00:00:00+07:00,888.639,110.247,1,5.97,42.62
2024-05-19 01:00:00+07:00,886.711,110.365,1,5.47,45.78
2024-05-19 02:00:00+07:00,882.314,111.403,1,4.32,53.95
2024-05-19 03:00:00+07:00,877.302,111.674,1,3.23,63.04
2024-05-19 04:00:00+07:00,876.329,112.614,1,2.95,65.61
2024-05-19 05:00:00+07:00,876.545,113.121,1,2.95,65.61
2024-05-19 06:00:00+07:00,875.947,113.379,1,2.82,66.84
2024-05-19 07:00:00+07:00,872.428,114.103,1,2.13,73.77
2024-05-19 08:00:00+07:00,872.273,85.571,1,6.48,39.62
2024-05-19 09:00:00+07:00,877.761,113.895,1,3.13,63.95
2024-05-19 10:00:00+07:00,878.336,121.052,1,2.85,66.55
2024-05-19 11:00:00+07:00,877.181,123.119,1,2.57,69.27
2024-05-19 12:00:00+07:00,879.837,120.76,1,3.15,63.76
2024-05-19 13:00:00+07:00,880.074,121.762,1,3.16,63.67
2024-05-19 14:00:00+07:00,880.453,118.04,1,3.4,61.53
2024-05-19 15:00:00+07:00,880.72,118.906,1,3.41,61.44
2024-05-19 16:00:00+07:00,881.192,117.764,1,3.57,60.05
2024-05-19 18:00:00+07:00,882.178,114.963,1,3.97,56.71
2024-05-19 19:00:00+07:00,876.987,111.514,1,3.18,63.49
2024-05-19 20:00:00+07:00,875.484,113.858,1,2.7,68
2024-05-19 21:00:00+07:00,872.989,117.229,1,2.04,74.72
2024-05-19 22:00:00+07:00,873.012,118.181,1,2,75.15
2024-05-19 23:00:00+07:00,874.134,118.685,1,2.17,73.34
2024-05-20 00:00:00+07:00,868.745,118.169,1,1.32,82.81
2024-05-20 01:00:00+07:00,867.65,120.519,1,1.09,85.58
2024-05-20 02:00:00+07:00,868.369,118.456,1,1.25,83.65
2024-05-20 03:00:00+07:00,868.021,118.581,1,1.2,84.25
2024-05-20 04:00:00+07:00,869.102,118.666,1,1.36,82.34
2024-05-20 05:00:00+07:00,872.502,117.813,1,1.93,75.9
2024-05-20 06:00:00+07:00,872.604,118.593,1,1.91,76.12
2024-05-20 07:00:00+07:00,872.835,114.521,1,2.17,73.34
2024-05-20 08:00:00+07:00,873.994,117.174,1,2.22,72.82
2024-05-20 09:00:00+07:00,874.649,116.363,1,2.38,71.18
2024-05-20 10:00:00+07:00,874.644,117.285,1,2.33,71.69
2024-05-20 11:00:00+07:00,874.622,118.206,1,2.28,72.2
2024-05-20 12:00:00+07:00,874.818,121.448,1,2.19,73.14
2024-05-20 16:00:00+07:00,873.706,117.321,1,2.16,73.45
2024-05-20 17:00:00+07:00,872.782,114.632,1,2.15,73.55
2024-05-20 18:00:00+07:00,872.856,112.568,1,2.31,71.89
2024-05-20 19:00:00+07:00,870.666,112.402,1,1.95,75.69
2024-05-20 20:00:00+07:00,870.554,111.205,1,2.02,74.93
2024-05-20 21:00:00+07:00,874.849,110.615,1,2.84,66.65
2024-05-20 22:00:00+07:00,874.7,109.731,1,2.9,66.08
2024-05-21 00:00:00+07:00,874.636,108.92,1,2.97,65.42
2024-05-21 01:00:00+07:00,873.918,108.036,1,2.92,65.89
2024-05-21 02:00:00+07:00,865.225,104.444,1,1.83,77
2024-05-21 03:00:00+07:00,865.897,105.641,1,1.8,77.33
2024-05-21 04:00:00+07:00,871.053,103.762,1,2.89,66.18
2024-05-21 07:00:00+07:00,866.874,108.593,1,1.65,79
2024-05-21 08:00:00+07:00,870.945,115.381,1,1.8,77.33
2024-05-21 10:00:00+07:00,869.118,119.901,1,1.32,82.81
2024-05-21 12:00:00+07:00,867.849,122.362,1,1.09,85.58
2024-05-21 13:00:00+07:00,868.597,121.829,1,1.2,84.25
2024-05-21 17:00:00+07:00,862.167,97.192,1,2.33,71.69
2024-05-21 18:00:00+07:00,868.6,101.226,1,2.79,67.13
2024-05-21 19:00:00+07:00,866.216,101.728,1,2.32,71.79
2024-05-21 20:00:00+07:00,863.571,92.221,1,3.4,61.53
2024-05-21 21:00:00+07:00,859.133,77.814,1,5.92,42.93
2024-05-21 22:00:00+07:00,859.984,92.509,1,2.79,67.13
2024-05-21 23:00:00+07:00,862.215,100.642,1,1.85,76.78
2024-05-22 00:00:00+07:00,862.337,107.419,1,1.1,85.46
2024-05-22 01:00:00+07:00,863.949,111.73,1,0.98,86.94
2024-05-22 02:00:00+07:00,863.932,115.506,1,0.76,89.71
2024-05-22 03:00:00+07:00,863.169,114.448,1,0.71,90.35
2024-05-22 04:00:00+07:00,863.797,115.282,1,0.75,89.84
2024-05-22 05:00:00+07:00,862.517,112.402,1,0.74,89.97
2024-05-22 06:00:00+07:00,862.069,108.939,1,0.93,87.56
2024-05-22 07:00:00+07:00,861.399,109.012,1,0.84,88.69
2024-05-22 08:00:00+07:00,861.08,108.994,1,0.8,89.2
2024-05-22 09:00:00+07:00,861.441,110.505,1,0.73,90.1
2024-05-22 10:00:00+07:00,860.866,111.721,1,0.58,92.05
2024-05-22 11:00:00+07:00,863.425,111.094,1,0.95,87.31
2024-05-22 12:00:00+07:00,868.427,102.128,1,2.64,68.58
2024-05-22 13:00:00+07:00,866.468,104.03,1,2.07,74.4
2024-05-22 14:00:00+07:00,875.885,113.254,1,2.82,66.84
2024-05-22 15:00:00+07:00,879.108,117.085,1,3.18,63.49
2024-05-22 16:00:00+07:00,875.309,115.064,1,2.58,69.17
2024-05-22 17:00:00+07:00,872.173,109.473,1,2.46,70.37
2024-05-22 18:00:00+07:00,871.026,103.513,1,2.92,65.89
2024-05-22 19:00:00+07:00,873.625,108.503,1,2.82,66.84
2024-05-22 20:00:00+07:00,873.189,113.858,1,2.28,72.2
2024-05-22 21:00:00+07:00,872.883,115.535,1,2.11,73.98
2024-05-22 22:00:00+07:00,868.564,114.079,1,1.49,80.83
2024-05-22 23:00:00+07:00,867.98,112.814,1,1.49,80.83
2024-05-23 00:00:00+07:00,867.76,112.777,1,1.45,81.29
2024-05-23 01:00:00+07:00,867.855,112.605,1,1.48,80.94
2024-05-23 03:00:00+07:00,862.624,95.574,1,2.66,68.39
2024-05-23 04:00:00+07:00,860.187,94.796,1,2.42,70.77
2024-05-23 05:00:00+07:00,862.339,81.764,1,5.46,45.84
2024-05-23 06:00:00+07:00,863.747,90.666,1,3.73,58.69
2024-05-23 07:00:00+07:00,865.826,98.788,1,2.67,68.29
2024-05-23 08:00:00+07:00,866.103,104.646,1,1.94,75.79
2024-05-23 09:00:00+07:00,871.017,106.046,1,2.61,68.88
2024-05-23 10:00:00+07:00,867.94,107.446,1,1.93,75.9
2024-05-23 11:00:00+07:00,874.824,106.028,1,3.33,62.14
2024-05-23 12:00:00+07:00,879.045,105.788,1,4.23,54.65
2024-05-23 13:00:00+07:00,880.796,100.151,1,5.46,45.84
2024-05-23 17:00:00+07:00,870.06,108.773,1,2.15,73.55
2024-05-23 18:00:00+07:00,870.545,108.367,1,2.28,72.2
2024-05-23 21:00:00+07:00,867.543,112.55,1,1.44,81.41
2024-05-23 22:00:00+07:00,867.807,111.168,1,1.58,79.79
2024-05-23 23:00:00+07:00,870.296,106.63,1,2.42,70.77
2024-05-24 00:00:00+07:00,872.8,105,1,3.06,64.59
2024-05-24 01:00:00+07:00,872.144,109.442,1,2.45,70.47
2024-05-24 02:00:00+07:00,870.626,110.256,1,2.11,73.98
2024-05-24 03:00:00+07:00,871.014,110.886,1,2.13,73.77
2024-05-24 04:00:00+07:00,870.449,110.505,1,2.06,74.51
2024-05-24 05:00:00+07:00,872.497,109.657,1,2.5,69.97
2024-05-24 06:00:00+07:00,869.738,110.615,1,1.93,75.9
2024-05-24 07:00:00+07:00,856.306,105.714,1,0.52,92.84
2024-05-24 08:00:00+07:00,862.277,103.578,1,1.49,80.83
2024-05-24 09:00:00+07:00,863.53,96.087,1,2.72,67.8
2024-05-24 10:00:00+07:00,863.981,108.515,1,1.23,83.89
2024-05-24 12:00:00+07:00,872.539,117.682,1,1.94,75.79
2024-05-24 14:00:00+07:00,878.706,118.206,1,3.04,64.77
2024-05-24 15:00:00+07:00,884.729,114.153,1,4.62,51.69
2024-05-24 16:00:00+07:00,882.155,114.529,1,4,56.47
2024-05-24 17:00:00+07:00,879.933,112.596,1,3.69,59.03
2024-05-24 19:00:00+07:00,879.805,108.699,1,4.05,56.07
2024-05-24 20:00:00+07:00,879.089,107.299,1,4.06,55.99
2024-05-24 22:00:00+07:00,878.15,107.188,1,3.87,57.53
2024-05-24 23:00:00+07:00,876.65,113.578,1,2.94,65.7
2024-05-25 01:00:00+07:00,875.771,101.072,1,4.19,54.96
2024-05-25 02:00:00+07:00,879.817,101.305,1,5.05,48.61
2024-05-25 03:00:00+07:00,881.765,96.969,1,6.25,40.95
2024-05-25 04:00:00+07:00,881.616,95.729,1,6.45,39.8
2024-05-25 05:00:00+07:00,884.202,93.923,1,7.47,34.4
2024-05-25 06:00:00+07:00,885.152,92.892,1,7.94,32.17
2024-05-25 07:00:00+07:00,886.53,95.287,1,7.81,32.77
2024-05-25 08:00:00+07:00,883.669,96.422,1,6.83,37.69
2024-05-25 09:00:00+07:00,884.494,98.109,1,6.73,38.23
2024-05-25 10:00:00+07:00,883.834,98.972,1,6.4,40.08
2024-05-25 11:00:00+07:00,893.054,98.699,1,8.98,27.72
2024-05-25 12:00:00+07:00,888.56,99.649,1,7.52,34.15
2024-05-25 13:00:00+07:00,887.307,98.087,1,7.47,34.4
2024-05-25 14:00:00+07:00,847.357,97.409,1,0.6,91.79
2024-05-25 21:00:00+07:00,103.222,82.826,1,1259.95,0
2024-05-26 15:00:00+07:00,818.973,101.246,1,0.02,99.71
2024-05-26 16:00:00+07:00,880.138,113.084,1,3.69,59.03
2024-05-26 17:00:00+07:00,878.811,113.968,1,3.34,62.06
2024-05-26 18:00:00+07:00,875.827,112.015,1,2.91,65.99
2024-05-26 19:00:00+07:00,875.575,114.547,1,2.66,68.39
2024-05-26 20:00:00+07:00,877.402,112.003,1,3.22,63.13
2024-05-26 21:00:00+07:00,878.214,109.923,1,3.58,59.96
2024-05-26 22:00:00+07:00,880.401,111.297,1,3.91,57.2
2024-05-26 23:00:00+07:00,876.612,111.942,1,3.07,64.5
2024-05-27 00:00:00+07:00,876.035,111.696,1,2.98,65.33
2024-05-27 01:00:00+07:00,874.637,110.873,1,2.78,67.22
2024-05-27 02:00:00+07:00,872.221,111.5,1,2.28,72.2
2024-05-27 03:00:00+07:00,869.96,111.757,1,1.88,76.45
2024-05-27 04:00:00+07:00,870.206,113.526,1,1.79,77.44
2024-05-27 05:00:00+07:00,871.945,114.307,1,2.03,74.83
2024-05-27 06:00:00+07:00,871.911,116.087,1,1.92,76.01
2024-05-27 07:00:00+07:00,873.06,118.574,1,1.99,75.26
2024-05-27 08:00:00+07:00,872.459,121.08,1,1.81,77.22
2024-05-27 09:00:00+07:00,871.794,121.946,1,1.68,78.66
2024-05-27 11:00:00+07:00,874.135,124.131,1,2.03,74.83
2024-05-27 12:00:00+07:00,873.65,124.829,1,1.95,75.69
2024-05-27 13:00:00+07:00,877.251,124.967,1,2.56,69.37
2024-05-27 14:00:00+07:00,874.998,124.672,1,2.17,73.34
2024-05-27 15:00:00+07:00,873.111,123.217,1,1.87,76.56
2024-05-27 16:00:00+07:00,873.562,121.375,1,1.98,75.36
2024-05-27 17:00:00+07:00,874.615,120.177,1,2.2,73.03
2024-05-27 18:00:00+07:00,874.576,117.865,1,2.28,72.2
2024-05-27 20:00:00+07:00,875.12,116.879,1,2.43,70.67
2024-05-27 21:00:00+07:00,872.685,115.965,1,2.05,74.61
2024-05-27 22:00:00+07:00,870.132,115.936,1,1.63,79.23
2024-05-27 23:00:00+07:00,870.419,114.926,1,1.74,77.99
2024-05-28 00:00:00+07:00,870.763,115.848,1,1.74,77.99
2024-05-28 01:00:00+07:00,870.194,116.523,1,1.61,79.45
2024-05-28 02:00:00+07:00,868.942,118.04,1,1.35,82.46
2024-05-28 03:00:00+07:00,868.705,118.39,1,1.31,82.93
2024-05-28 04:00:00+07:00,868.859,118.021,1,1.34,82.58
2024-05-28 05:00:00+07:00,867.031,118.898,1,1.05,86.07
2024-05-28 06:00:00+07:00,866.322,120.58,1,0.91,87.81
2024-05-28 07:00:00+07:00,866.547,121.743,1,0.92,87.68
2024-05-28 08:00:00+07:00,865.659,122.915,1,0.8,89.2
2024-05-28 09:00:00+07:00,867.161,124.286,1,0.99,86.81
2024-05-28 10:00:00+07:00,868.656,123.116,1,1.2,84.25
2024-05-28 11:00:00+07:00,869.899,122.609,1,1.38,82.11
2024-05-28 12:00:00+07:00,868.258,124.064,1,1.14,84.97
2024-05-28 13:00:00+07:00,869.087,124.58,1,1.26,83.53
2024-05-28 14:00:00+07:00,876.361,123.732,1,2.42,70.77
2024-05-28 15:00:00+07:00,877.48,122.314,1,2.65,68.48
2024-05-28 16:00:00+07:00,879.954,120.03,1,3.2,63.31
2024-05-28 17:00:00+07:00,877.453,117.082,1,2.86,66.46
2024-05-28 18:00:00+07:00,877.896,116.032,1,3.01,65.05
2024-05-28 19:00:00+07:00,879.14,114.3,1,3.38,61.7
2024-05-28 20:00:00+07:00,878.342,111.352,1,3.47,60.91
2024-05-28 21:00:00+07:00,877.436,111.168,1,3.3,62.41
2024-05-28 22:00:00+07:00,876.626,112.878,1,2.99,65.24
2024-05-28 23:00:00+07:00,875.028,112.586,1,2.71,67.9
2024-05-29 00:00:00+07:00,873.416,113.885,1,2.31,71.89
2024-05-29 01:00:00+07:00,872.761,117.534,1,1.99,75.26
2024-05-29 02:00:00+07:00,872.081,118.366,1,1.84,76.89
2024-05-29 03:00:00+07:00,872.714,119.238,1,1.91,76.12
2024-05-29 04:00:00+07:00,873.495,117.837,1,2.1,74.08
2024-05-29 05:00:00+07:00,872.486,116.566,1,1.99,75.26
2024-05-29 06:00:00+07:00,871.857,117.27,1,1.85,76.78
2024-05-29 07:00:00+07:00,871.289,117.152,1,1.76,77.77
2024-05-29 08:00:00+07:00,871.877,118.699,1,1.79,77.44
2024-05-29 09:00:00+07:00,872.378,118.988,1,1.86,76.67
2024-05-29 10:00:00+07:00,872.035,118.556,1,1.82,77.11
2024-05-29 11:00:00+07:00,872.22,121.457,1,1.76,77.77
2024-05-29 12:00:00+07:00,872.415,122.627,1,1.77,77.66
2024-05-29 13:00:00+07:00,872.76,122.271,1,1.83,77
2024-05-29 14:00:00+07:00,874.035,125.35,1,2.01,75.04
2024-05-29 15:00:00+07:00,873.666,120.503,1,2.02,74.93
2024-05-29 16:00:00+07:00,876.366,119.852,1,2.52,69.77
2024-05-29 17:00:00+07:00,877.659,116.904,1,2.91,65.99
2024-05-29 18:00:00+07:00,878.232,115.7,1,3.1,64.22
2024-05-29 19:00:00+07:00,877.907,113.386,1,3.2,63.31
2024-05-29 20:00:00+07:00,877.266,110.919,1,3.29,62.5
2024-05-29 21:00:00+07:00,876.61,109.114,1,3.34,62.06
2024-05-29 22:00:00+07:00,875.316,110.038,1,2.99,65.24
2024-05-29 23:00:00+07:00,878.273,111.536,1,3.44,61.18
2024-05-30 00:00:00+07:00,875.466,113.176,1,2.74,67.61
2024-05-30 01:00:00+07:00,873.149,120.095,1,1.95,75.69
2024-05-30 02:00:00+07:00,869.059,105.457,1,2.33,71.69
2024-05-30 03:00:00+07:00,864.037,100.345,1,2.16,73.45
2024-05-30 04:00:00+07:00,866.306,101.465,1,2.37,71.28
2024-05-30 05:00:00+07:00,868.978,107.732,1,2.07,74.4
2024-05-30 06:00:00+07:00,869.915,110.321,1,1.99,75.26
2024-05-30 07:00:00+07:00,872.032,111.177,1,2.28,72.2
2024-05-30 08:00:00+07:00,872.07,114.521,1,2.04,74.72
2024-05-30 09:00:00+07:00,873.179,115.055,1,2.19,73.14
2024-05-30 10:00:00+07:00,874.724,115.58,1,2.44,70.57
2024-05-30 11:00:00+07:00,874.046,115.752,1,2.3,72
2024-05-30 12:00:00+07:00,874.828,114.609,1,2.52,69.77
2024-05-30 13:00:00+07:00,875.249,115.582,1,2.53,69.67
2024-05-30 14:00:00+07:00,875.915,117.165,1,2.56,69.37
2024-05-30 15:00:00+07:00,876.139,114.687,1,2.76,67.42
2024-05-30 17:00:00+07:00,878.674,115.214,1,3.22,63.13
2024-05-30 18:00:00+07:00,875.654,112.914,1,2.8,67.03
2024-05-30 19:00:00+07:00,875.583,114.281,1,2.68,68.19
2024-05-30 20:00:00+07:00,869.519,114.267,1,1.63,79.23
2024-05-30 21:00:00+07:00,863.208,110.449,1,0.97,87.06
2024-05-30 22:00:00+07:00,866.313,112.024,1,1.29,83.17
2024-05-30 23:00:00+07:00,866.739,113.858,1,1.23,83.89
2024-05-31 00:00:00+07:00,871.13,113.471,1,1.95,75.69
2024-05-31 01:00:00+07:00,869.726,113.931,1,1.69,78.55
2024-05-31 02:00:00+07:00,866.144,104.167,1,2,75.15
2024-05-31 03:00:00+07:00,865.829,112.715,1,1.17,84.61
2024-05-31 04:00:00+07:00,871.956,111.057,1,2.28,72.2
