CLUSTER_ID,HIGHER_THAN,LOWER_THAN,X_CLUSTER_CENTER,Y_CLUSTER_CENTER,X_SD,Y_SD,ANGLE_DEG,SD_MULTIPLIER,THRESHOLD,DESCRIPTION
1,,,90.2,0.161,4.128,0.008,179.997,3,8,
