CLUSTER_ID,HIGHER_THAN,LOWER_THAN,X_CLUSTER_CENTER,Y_CLUSTER_CENTER,X_SD,Y_SD,ANGLE_DEG,SD_MULTIPLIER,THRESHOLD,DESCRIPTION
1,,,913.988,122.631,24.928,3.714,-173.8,8,2,
