CLUSTER_ID,HIGHER_THAN,LOWER_THAN,X_CLUSTER_CENTER,Y_CLUSTER_CENTER,X_SD,Y_SD,ANGLE_DEG,SD_MULTIPLIER,THRESHOLD,DESCRIPTION
1,,,859.246,101.792,12.519,9.189,-145.778,3,10,
